pais,iso3,nombre,agregacion,periodo,factor,version,fuente,url,licencia,verificado_el,notas
BR,BRA,Brasil,no_agricola,07,2.84,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
BR,BRA,Brasil,no_agricola,08,3.63,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
BR,BRA,Brasil,no_agricola,09,5.43,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
BR,BRA,Brasil,no_agricola,10,7.63,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
BR,BRA,Brasil,no_agricola,11,5.51,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
BR,BRA,Brasil,no_agricola,12,6.89,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,anual,1.12,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,agricola,anual,3.96,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_especificado,anual,2.74,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,01,1.13,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,02,2.24,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,03,1.76,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,04,2.31,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,05,0.581,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,06,0.557,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,07,1.62,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,08,1.4,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,09,0.798,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,10,0.394,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,11,0.339,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
CO,COL,Colombia,no_agricola,12,0.437,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,anual,20.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,agricola,anual,41.8,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_especificado,anual,38.1,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,01,18.7,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,02,21.5,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,03,23.0,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,04,27.1,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,05,26.7,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,06,22.0,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,07,15.7,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,08,16.8,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,09,13.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,10,16.2,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,11,21.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
MX,MEX,Mexico,no_agricola,12,21.1,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
ES,ESP,Espana,no_agricola,anual,35.5,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,agricola,anual,74.9,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_especificado,anual,73.5,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,01,8.01,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,02,8.67,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,03,9.04,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,04,16.2,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,05,32.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,06,51.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,07,66.0,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,08,69.1,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,09,62.2,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,10,53.7,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,11,32.1,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
ES,ESP,Espana,no_agricola,12,15.9,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio nacional. El archivo oficial advierte que los factores de Espana mezclan territorio peninsular e insular, lo que los eleva artificialmente. AWARE se define por cuenca: para un sitio concreto usa el factor de su cuenca."
US,USA,Estados Unidos,no_agricola,anual,11.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,agricola,anual,37.4,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_especificado,anual,33.7,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
