marco,codigo,titulo,dimension,obligatorio,dato_fuente,responde,descripcion,fuente,url,verificado_el,notas
GRI,103-1,Politicas y compromisos de energia,ambiental,segun_materialidad,,,Politicas de energia y los impactos del consumo y de la transicion a renovables.,GRI 103: Energy 2025 (PDF oficial),https://globalreporting.org/pdf.ashx?id=29537,2026-09-15,Vigente para informes publicados desde el 1-ene-2027. Se permite adopcion anticipada.
GRI,103-2,Consumo y autogeneracion de energia,ambiental,segun_materialidad,consumos.xlsx,parte,"Combustibles y electricidad consumidos, energia autogenerada y vendida, separando renovable de no renovable.",GRI 103: Energy 2025 (PDF oficial),https://globalreporting.org/pdf.ashx?id=29537,2026-09-15,Vigente para informes publicados desde el 1-ene-2027. Se permite adopcion anticipada. Reemplaza a 302-1.
GRI,103-3,Energia consumida aguas arriba y aguas abajo,ambiental,segun_materialidad,,,"Consumo de energia relevante en la cadena de valor, indicando las categorias de Alcance 3.",GRI 103: Energy 2025 (PDF oficial),https://globalreporting.org/pdf.ashx?id=29537,2026-09-15,Vigente para informes publicados desde el 1-ene-2027. Se permite adopcion anticipada. Reemplaza a 302-2.
GRI,103-4,Intensidad energetica,ambiental,segun_materialidad,consumos.xlsx,parte,Energia consumida por unidad de actividad o de negocio.,GRI 103: Energy 2025 (PDF oficial),https://globalreporting.org/pdf.ashx?id=29537,2026-09-15,Vigente para informes publicados desde el 1-ene-2027. Se permite adopcion anticipada. Reemplaza a 302-3.
GRI,103-5,Reduccion del consumo de energia,ambiental,segun_materialidad,consumos.xlsx,parte,Reducciones de energia logradas y en que parte de la cadena de valor ocurrieron.,GRI 103: Energy 2025 (PDF oficial),https://globalreporting.org/pdf.ashx?id=29537,2026-09-15,Vigente para informes publicados desde el 1-ene-2027. Se permite adopcion anticipada. Integra el contenido de 302-5.
NIIF S1,S1-gobernanza,Pilar de gobernanza,gobernanza,si,,,"Quien vigila y gestiona los riesgos y oportunidades de sostenibilidad: rol del directorio y de la gerencia, controles y procedimientos.",IFRS Foundation - NIIF S1 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s1-general-requirements/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S1,S1-estrategia,Pilar de estrategia,gobernanza,si,,,"Como afectan al negocio y a la cadena de valor esos riesgos y oportunidades, y que efectos financieros tienen hoy y se esperan a futuro.",IFRS Foundation - NIIF S1 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s1-general-requirements/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S1,S1-gestion-riesgos,Pilar de gestion de riesgos,gobernanza,si,diagnostico,parte,"Como se identifican, evaluan, priorizan y siguen esos riesgos, y como se integran al sistema de riesgos de la empresa.",IFRS Foundation - NIIF S1 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s1-general-requirements/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S1,S1-metricas-metas,Pilar de metricas y metas,general,si,metas,parte,Con que indicadores se mide el desempeno y que metas propias o exigidas por ley se siguen.,IFRS Foundation - NIIF S1 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s1-general-requirements/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S1,S1-declaracion-cumplimiento,Declaracion de cumplimiento,general,si,,,"Declaracion explicita y sin reservas de que se cumplen las normas; si no se cumple todo, hay que declarar aplicacion parcial e identificar que requisitos quedaron fuera.",IFRS Foundation - Guia para preparadores que aplican voluntariamente las normas ISSB (sept. 2024),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/issb-standards/issb-voluntary-application-preparers.pdf,2026-09-15,Requisito del parrafo 72 de NIIF S1.
NIIF S1,S1-momento-publicacion,Momento de publicacion,general,si,,,La informacion de sostenibilidad se publica junto con los estados financieros.,IFRS Foundation - Guia para preparadores que aplican voluntariamente las normas ISSB (sept. 2024),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/issb-standards/issb-voluntary-application-preparers.pdf,2026-09-15,"Alivio del primer ano: se permite publicarla despues, junto con el informe financiero semestral."
NIIF S1,S1-comparativos,Informacion comparativa,general,si,,,Se presentan las cifras del periodo anterior para poder comparar.,IFRS Foundation - Guia para preparadores que aplican voluntariamente las normas ISSB (sept. 2024),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/issb-standards/issb-voluntary-application-preparers.pdf,2026-09-15,"Alivio del primer ano: no se exige comparativo. Si en el primer ano solo se reporto clima, el comparativo del segundo ano solo se exige para clima."
NIIF S1,S1-clima-primero,Alivio de transicion 'clima primero',general,no,,,En el primer ano de aplicacion se puede reportar solo lo climatico; el resto de los temas de sostenibilidad se exige desde el segundo ano.,IFRS Foundation - Guia para preparadores que aplican voluntariamente las normas ISSB (sept. 2024),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/issb-standards/issb-voluntary-application-preparers.pdf,2026-09-15,Alivio disponible solo en el primer periodo anual de aplicacion.
NIIF S1,S1-proporcionalidad,Mecanismos de proporcionalidad,general,no,,,"Permiten usar la informacion razonable y sustentable disponible sin costo o esfuerzo indebido, y responder de forma cualitativa cuando faltan capacidades.",IFRS Foundation - Guia para preparadores que aplican voluntariamente las normas ISSB (sept. 2024),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/issb-standards/issb-voluntary-application-preparers.pdf,2026-09-15,"Siempre disponibles, no solo el primer ano. Aplican a efectos financieros previstos, analisis de escenarios, Alcance 3, identificacion de riesgos y alcance de la cadena de valor."
NIIF S2,S2-gobernanza,Pilar de gobernanza,gobernanza,si,,,Quien vigila y gestiona los riesgos y oportunidades del clima dentro de la empresa.,IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S2,S2-estrategia,Pilar de estrategia,gobernanza,si,,,"Efectos del clima en el modelo de negocio y la cadena de valor, efectos financieros y resiliencia de la estrategia.",IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S2,S2-gestion-riesgos,Pilar de gestion de riesgos,gobernanza,si,diagnostico,parte,"Procesos para identificar, evaluar, priorizar y seguir los riesgos climaticos, integrados al sistema general de riesgos.",IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S2,S2-metricas-metas,Pilar de metricas y metas,ambiental,si,huella.total_t_co2e;metas,parte,"Indicadores transversales, indicadores por industria y avance frente a las metas.",IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Uno de los cuatro pilares de contenido de las normas ISSB. El identificador lo pone el motor.
NIIF S2,S2-plan-transicion,Plan de transicion climatica,ambiental,si,metas,parte,"Como planea la empresa responder al cambio climatico: acciones, plazos y recursos.",IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Forma parte del pilar de estrategia.
NIIF S2,S2-escenarios,Analisis de escenarios climaticos,ambiental,si,,,Prueba de resistencia de la estrategia frente a distintos futuros climaticos.,IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Admite los mecanismos de proporcionalidad: puede ser cualitativo si faltan capacidades.
NIIF S2,S2-alcance-1,Emisiones brutas de Alcance 1,ambiental,si,huella.por_alcance.alcance_1,todo,"Emisiones directas del periodo, en valor absoluto.",IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,"Se mide segun el GHG Protocol Corporate Standard (2004), salvo que la autoridad o la bolsa exija otro metodo."
NIIF S2,S2-alcance-2,Emisiones brutas de Alcance 2,ambiental,si,huella.por_alcance.alcance_2,parte,"Emisiones de la energia comprada, calculadas por ubicacion, mas la informacion de los contratos de energia relevantes.",IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,NIIF S2 pide el metodo por ubicacion (location-based).
NIIF S2,S2-alcance-3,Emisiones brutas de Alcance 3 y categorias incluidas,ambiental,si,huella.por_alcance.alcance_3;huella.por_categoria_alcance3,todo,"Emisiones de la cadena de valor, indicando cuales de las 15 categorias del GHG Protocol se incluyeron.",IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,Alivio del primer ano: no se exige Alcance 3. NIIF S2 obliga a usar su propio marco de medicion de Alcance 3.
NIIF S2,S2-metodo-medicion,Metodo de medicion y valores de calentamiento global,ambiental,si,huella.set_pcg,todo,Con que norma se midieron las emisiones y que valores de potencial de calentamiento global se usaron para convertir los gases a CO2 equivalente.,IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,"Las enmiendas de diciembre de 2025 a NIIF S2, vigentes desde el 1-ene-2027 con aplicacion anticipada permitida, agregan alivios jurisdiccionales sobre el GHG Protocol y sobre los valores de calentamiento global."
NIIF S2,S2-desagregacion,Desagregacion del perimetro de emisiones,ambiental,si,,,Emisiones separadas entre las entidades del grupo consolidado y otras participadas que quedan fuera de ese grupo.,IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,Da comparabilidad aunque la empresa elija control operacional o control financiero.
NIIF S2,S2-metas-clima,Metas climaticas y su informacion de respaldo,ambiental,si,metas,parte,"Las metas que la empresa tiene, propias o exigidas por ley, y el avance frente a ellas.",IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,"NIIF S2 no obliga a fijar metas: obliga a divulgar las que existan. Si la meta es neta, exige informacion adicional."
NIIF S2,S2-creditos-carbono,Creditos de carbono usados en las metas,ambiental,si,,,Que creditos de carbono se planean usar y con que caracteristicas.,IFRS Foundation - NIIF S2 (Sustainability Standards Navigator),https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,2026-09-15,Es uno de los requisitos que NIIF S2 agrega sobre las recomendaciones del TCFD.
NIIF S2,S2-emisiones-financiadas,Emisiones financiadas,ambiental,segun_actividad,,,"Emisiones asociadas a inversiones, creditos y seguros (categoria 15 de Alcance 3).",IFRS Foundation - Material educativo sobre emisiones de GEI en NIIF S2 (mayo 2025),https://www.ifrs.org/content/dam/ifrs/supporting-implementation/ifrs-s2/ghg-ifrs-s2-educational-material.pdf,2026-09-15,"Exigible a gestion de activos, banca comercial y seguros. Las enmiendas de diciembre de 2025 permiten limitar la categoria 15 a las emisiones financiadas y usar clasificaciones alternativas al GICS."
NIIF S2,S2-metricas-industria,Metricas por industria,ambiental,si,,,"Indicadores especificos del rubro de la empresa, que salen del Apendice B de NIIF S2.","IFRS Foundation - Apendice B de NIIF S2, requisitos por industria",https://www.ifrs.org/projects/completed-projects/2023/climate-related-disclosures/appendix-b-industry-based-disclosure-requirements/,2026-09-15,El Apendice B deriva de los estandares SASB. El motor no trae sus codigos ni sus metricas: hay que tomarlos del estandar de la industria y su uso dentro de un producto requiere licencia de la Fundacion IFRS.
NCG 461,461-perfil,Perfil de la entidad,general,si,empresa.json,parte,"Quien es la empresa: mision, vision, proposito, historia y propiedad.",CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-gobierno-corporativo,Gobierno corporativo,gobernanza,si,,,"Composicion y diversidad del directorio, comites, politica de seleccion de directores, gestion de riesgos, etica y cumplimiento.",CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-estrategia,Estrategia,gobernanza,si,,,Objetivos estrategicos y planes de inversion.,CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-personas,Personas e indicadores laborales,social,si,personas.xlsx,parte,"Diversidad, brechas salariales por genero, seguridad laboral, capacitacion y rotacion.",CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-modelo-negocio,Modelo de negocio,economico,si,,,"Como gana dinero la empresa, su cadena de valor y sus clientes.",CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-proveedores,Proveedores,economico,si,,,Politicas de gestion de proveedores y de pago.,CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-cumplimiento,Cumplimiento normativo,gobernanza,si,,,Sanciones recibidas y procedimientos en curso.,CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos."
NCG 461,461-indicadores-sectoriales,Indicadores sectoriales de sostenibilidad,ambiental,si,,,Indicadores propios de la industria en que opera la empresa.,CMF Chile - NCG 461 (comunicado y folleto normativo),https://www.cmfchile.cl/portal/prensa/625/w4-article-49804.html,2026-09-15,"Area tematica de la memoria anual integrada. El identificador lo pone el motor: la norma organiza el contenido por areas, no por codigos. La atribucion explicita de estos indicadores a SASB aparece en fuentes secundarias, no en el texto de la norma leido en la investigacion."
NCG 519,519-niif-s1-s2,Reporte conforme a NIIF S1 y NIIF S2,general,si,,,La memoria anual debe incluir la informacion de sostenibilidad preparada segun NIIF S1 y NIIF S2 del ISSB para el mismo periodo anual.,CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,"Numeral 9.1 de la seccion III. La NCG 572, de julio de 2026, movio la vigencia al 31-dic-2027: primer reporte obligatorio sobre el ejercicio 2027, publicado en 2028. La adopcion voluntaria anticipada esta permitida declarandola de forma expresa."
NCG 519,519-transicion,Regimen de transicion aplicado,general,si,,,"Para el primer periodo, la empresa describe en la memoria que alivios de transicion de NIIF S1 y S2 uso.",CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,La norma remite al regimen de transicion de las propias NIIF S1/S2.
NCG 519,519-cuota-genero,Politica de cuota de genero en el directorio,gobernanza,si,,,Si existe una politica de cuota de genero para el directorio y en que consiste.,CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,Exigencia agregada por la NCG 519 a los contenidos de la NCG 461.
NCG 519,519-seleccion-directores,Proceso de seleccion de directores,gobernanza,si,,,Como se eligen los candidatos a director y con que criterios.,CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,Exigencia agregada por la NCG 519.
NCG 519,519-diversidad-nominas,Diversidad en las nominas de candidatos,gobernanza,si,,,"Que los integrantes de un mismo sexo en las nominas de candidatos no superen el 60% del total, o explicar por que no.",CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,Referencia explicita de la norma.
NCG 519,519-excepcion-tamano,Excepcion por tamano,general,no,,,Las entidades cuyos activos consolidados promedio de los dos ejercicios anteriores no superen 1.000.000 de unidades de fomento quedan fuera del formulario del numeral C.1 y de varias exigencias de informacion.,CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,"Aun exceptuadas, deben describir su estructura de gobierno corporativo y su marco de gestion de riesgos y control interno."
NCG 519,519-xbrl,Entrega en formato XBRL,general,si,,,La norma menciona expresamente el reporte en formato XBRL para el estandar sectorial de la seccion 9.,CMF Chile - NCG 519 de octubre de 2024 (texto de la norma),https://www.cmfchile.cl/normativa/ncg_519_2024.pdf,2026-09-15,"Es un tema de formato de entrega a la CMF, no de contenido."
ESRS,ESRS 1,Requisitos generales,general,si,,,"Arquitectura del reporte: doble materialidad, cadena de valor, horizontes de tiempo y estructura de la declaracion de sostenibilidad. No pide datos propios.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,ESRS 2,Divulgaciones generales,general,si,empresa.json;diagnostico,parte,"Lo que reportan todas las empresas en ambito, sin importar el resultado de la materialidad: base de preparacion, gobernanza, estrategia, gestion de impactos y riesgos, y metricas y objetivos.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica. ESRS 2 se reporta siempre.
ESRS,E1,Cambio climatico,ambiental,segun_materialidad,huella.total_t_co2e;huella.por_alcance.alcance_1;huella.por_alcance.alcance_2;huella.por_alcance.alcance_3;consumos.xlsx;metas,parte,"Plan de transicion, politicas, acciones y metas, consumo de energia, emisiones de los tres alcances, remociones, creditos de carbono, precio interno del carbono y efectos financieros del clima.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,E2,Contaminacion,ambiental,segun_materialidad,,,"Contaminacion del aire, el agua y el suelo, sustancias preocupantes y microplasticos.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica. La version simplificada limita la exigencia a microplasticos primarios.
ESRS,E3,Agua y recursos marinos,ambiental,segun_materialidad,,,"Consumo, extraccion y vertido de agua, zonas de estres hidrico y recursos marinos.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,E4,Biodiversidad y ecosistemas,ambiental,segun_materialidad,sitios.xlsx,parte,"Plan de transicion para biodiversidad, sitios en areas sensibles, causas de perdida y servicios ecosistemicos.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,E5,Uso de recursos y economia circular,ambiental,segun_materialidad,alcance3.xlsx,parte,"Entradas y salidas de recursos, residuos y circularidad.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,S1,Personal propio,social,segun_materialidad,personas.xlsx,parte,"Condiciones laborales, igualdad y otros derechos del personal propio: dotacion, brecha salarial, negociacion colectiva, seguridad y formacion.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,S2,Trabajadores de la cadena de valor,social,segun_materialidad,,,Condiciones de las personas que trabajan en la cadena de valor de la empresa.,"Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,S3,Comunidades afectadas,social,segun_materialidad,sitios.xlsx,parte,"Efectos sobre comunidades vecinas, incluidos pueblos indigenas.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,S4,Consumidores y usuarios finales,social,segun_materialidad,,,Efectos sobre quienes usan los productos o servicios.,"Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
ESRS,G1,Conducta empresarial,gobernanza,segun_materialidad,diagnostico,parte,"Cultura corporativa, proteccion de denunciantes, anticorrupcion, actividad de lobby y practicas de pago a proveedores.","Reglamento Delegado (UE) 2023/2772, Anexo I (ESRS Set 1)",http://data.europa.eu/eli/reg_del/2023/2772/oj,2026-09-15,Set 1 del Reglamento Delegado (UE) 2023/2772. La version simplificada adoptada el 3-jul-2026 es obligatoria para ejercicios que comiencen desde el 1-ene-2027 y reduce un 61% los datos obligatorios; la empresa debe declarar que version aplica.
VSME,B1,Base de preparacion,general,si,empresa.json;sitios.xlsx,parte,"Que modulos se usan, si el reporte es individual o consolidado, que entidades incluye, sector, paises, sitios y certificaciones.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B2,"Practicas, politicas e iniciativas de transicion",general,si,diagnostico,parte,Que esta haciendo la empresa para avanzar hacia una economia mas sostenible.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B3,Energia y emisiones de gases de efecto invernadero,ambiental,si,consumos.xlsx;huella.por_alcance.alcance_1;huella.por_alcance.alcance_2;huella.total_t_co2e;huella.por_alcance.alcance_3?,parte,"Consumo de energia y emisiones de Alcance 1 y 2, y de Alcance 3 si corresponde.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B4,"Contaminacion del aire, el agua y el suelo",ambiental,si,,,Contaminantes que la empresa esta obligada por ley a informar.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B5,Biodiversidad,ambiental,si,sitios.xlsx,parte,"Sitios ubicados en areas sensibles o cerca de ellas, y uso del suelo.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B6,Agua,ambiental,si,agua.indicadores,todo,Agua captada y agua consumida en el periodo.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B7,"Uso de recursos, economia circular y residuos",ambiental,si,alcance3.xlsx,parte,"Materiales que entran y salen, residuos generados y practicas de circularidad.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
