producto,categoria,material,anio,meta_recoleccion_pct,meta_valorizacion_pct,decreto,articulo,fuente,url,verificado_el,notas
envases,domiciliario,vidrio,2033,58,58,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2034,60,60,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2034,55,55,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2034,70,70,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2034,45,45,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2034,65,65,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,metal,2023,23,23,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Primer anio de metas: las metas rigen desde el 16-09-2023 y se prorratean segun el art. 1 transitorio (MO = 3 meses). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,papel_y_carton,2023,48,48,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Primer anio de metas: las metas rigen desde el 16-09-2023 y se prorratean segun el art. 1 transitorio (MO = 3 meses). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,plastico,2023,13,13,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Primer anio de metas: las metas rigen desde el 16-09-2023 y se prorratean segun el art. 1 transitorio (MO = 3 meses). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,metal,2024,32,32,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,papel_y_carton,2024,54,54,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,plastico,2024,19,19,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,metal,2025,42,42,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,papel_y_carton,2025,60,60,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,plastico,2025,25,25,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,metal,2026,51,51,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,papel_y_carton,2026,65,65,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,plastico,2026,32,32,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 100% de la meta con toneladas de otras subcategorias (art. 23 inciso 2).
envases,no_domiciliario,metal,2027,61,61,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,papel_y_carton,2027,71,71,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,plastico,2027,38,38,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,metal,2028,64,64,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,papel_y_carton,2028,74,74,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,plastico,2028,42,42,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,metal,2029,66,66,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,papel_y_carton,2029,78,78,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,plastico,2029,46,46,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,metal,2030,69,69,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,papel_y_carton,2030,81,81,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,plastico,2030,51,51,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,metal,2031,70,70,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,papel_y_carton,2031,85,85,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
envases,no_domiciliario,plastico,2031,55,55,DS 12/2020 MMA,Art. 23 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria del art. 23. El carton para liquidos y el vidrio siempre son domiciliarios (art. 5). Solo se cumple con reciclaje material (art. 28).
neumaticos,a,,2023,50,25,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final)."
neumaticos,a,,2024,50,30,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final)."
neumaticos,a,,2025,50,35,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final). Desde 2025 rigen ademas las metas regionales de recoleccion que debe cumplir el sistema colectivo (art. 20 letra A)."
neumaticos,a,,2026,80,60,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final). Desde 2025 rigen ademas las metas regionales de recoleccion que debe cumplir el sistema colectivo (art. 20 letra A)."
neumaticos,a,,2027,80,60,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final). Desde 2025 rigen ademas las metas regionales de recoleccion que debe cumplir el sistema colectivo (art. 20 letra A)."
neumaticos,a,,2028,80,80,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final). Desde 2025 rigen ademas las metas regionales de recoleccion que debe cumplir el sistema colectivo (art. 20 letra A)."
neumaticos,a,,2029,80,80,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final). Desde 2025 rigen ademas las metas regionales de recoleccion que debe cumplir el sistema colectivo (art. 20 letra A)."
neumaticos,a,,2030+,90,90,DS 8/2019 MMA,Art. 20 letras A y B del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria A: aro inferior a 57 pulgadas salvo los de aro igual a 45, 49 y 51 pulgadas (art. 4). De lo valorizado al menos un 60% debe ser reciclaje material o recauchaje (art. 20 letra B inciso final). Se mantiene a contar del octavo anio calendario de vigencia del titulo (2030)."
neumaticos,b,,2023,25,25,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2024,25,25,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2025,25,25,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2026,25,25,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2027,75,75,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2028,75,75,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2029,75,75,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21)."
neumaticos,b,,2030+,100,100,DS 8/2019 MMA,Art. 21 del DS 8/2019,BCN/LeyChile - Decreto 8 de 2019 del Ministerio del Medio Ambiente (texto generado el 05-03-2026),https://leyrep.cl/wp-content/uploads/2026/03/decreto-8-establece-metas-de-recoleccion-y-valorizacion-y-otras-obligaciones-asociadas-de-neumaticos-ley-rep.pdf,2026-09-15,"Categoria B: aro igual a 45, 49 o 51 pulgadas y aros iguales o mayores a 57 pulgadas (art. 4). La meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Se mantiene a contar del octavo anio calendario de vigencia del titulo (2030)."
pilas_y_aee,general,,2028,3,3,DS 22/2025 MMA,Art. 21 del DS 22/2025,Diario Oficial N 44.443 del 07-05-2026 - DS 22/2025 del Ministerio del Medio Ambiente,https://economiacircular.mma.gob.cl/wp-content/uploads/2026/05/Publicacion-DO_DS-22-2025_PAEE.pdf,2026-09-15,"Meta general conjunta de pilas y AEE que no sean paneles fotovoltaicos (art. 21). El denominador es el promedio de los tres anios inmediatamente anteriores (art. 22). El decreto expresa las metas por anio de vigencia; el anio calendario se deduce de la entrada en vigencia de las metas el 07-05-2028. Primer anio de vigencia: se prorratea segun el art. 1 transitorio (MO = 7 meses, es decir 7/12 de la meta)."
pilas_y_aee,general,,2029,5,5,DS 22/2025 MMA,Art. 21 del DS 22/2025,Diario Oficial N 44.443 del 07-05-2026 - DS 22/2025 del Ministerio del Medio Ambiente,https://economiacircular.mma.gob.cl/wp-content/uploads/2026/05/Publicacion-DO_DS-22-2025_PAEE.pdf,2026-09-15,Meta general conjunta de pilas y AEE que no sean paneles fotovoltaicos (art. 21). El denominador es el promedio de los tres anios inmediatamente anteriores (art. 22). El decreto expresa las metas por anio de vigencia; el anio calendario se deduce de la entrada en vigencia de las metas el 07-05-2028.
